Link,Source,Tweet,Category,Label
https://twitter.com/TimesNow/status/1487465387931414531?s=20&t=AsdfRK8QA9JLy6XoYIz5vw,Times Now,#CBIForLavanya | This is not about DMK vs AIADMK or BJP vs any other party. This is about the horrific suicide of a 17-year-old girl: BJP's @Sanju_Verma_ @TheNewshour Spl Ed,Crime,0
https://twitter.com/TimesNow/status/1487422779372756992?s=20&t=AsdfRK8QA9JLy6XoYIz5vw,Times Now,Terrorists shot dead a policeman in Jammu and Kashmir’s #Anantnag district today. #JammuAndKashmir,Crime,0
https://twitter.com/MirrorNow/status/1487765538193432577?s=20&t=ntRYPMNONB_1DTegGQQkNw,Mirror Now,"#JammuKashmir: Five #Pakistan-linked LeT, #JeM terrorists killed in dual encounters in last 12 hours",Crime,0
https://twitter.com/MirrorNow/status/1487761167414345733?s=20&t=ntRYPMNONB_1DTegGQQkNw,Mirror Now,"DELHI CYBER CELL ARRESTS ODISHA JOURNALIST WHO ALLEGEDLY POSED AS UP CM #Delhi Cyber Cell has arrested journalist in #Bhubaneswar for allegedly posing as #UP CM #YogiAdityanath, creating fake email id & sending forged letters to public sector companies.",Crime,0
https://twitter.com/MirrorNow/status/1487757013086248965?s=20&t=ntRYPMNONB_1DTegGQQkNw,Mirror Now,"#Hyderabad news: 4 people were caught red-handed while issuing bogus vaccination certificates without jab against Rs 1,000 bribe per person:",Crime,0
https://twitter.com/MirrorNow/status/1487745424307867648?s=20&t=ntRYPMNONB_1DTegGQQkNw,Mirror Now,#Chennai: Man poses as IAS officer & distributes fake business cards; lands in prison. Read more:,Crime,0
https://twitter.com/MirrorNow/status/1487744228750888962?s=20&t=ntRYPMNONB_1DTegGQQkNw,Mirror Now,BENGALURU: SPECIALLY ABLED WOMAN MANHANDLED A specially-abled woman was seen being dragged on the road by an ASI in this viral video. @NehaHebbs reports #Bengaluru,Crime,0
https://twitter.com/MirrorNow/status/1487731352195584000?s=20&t=ntRYPMNONB_1DTegGQQkNw,Mirror Now,"CLERIC, 2 OTHERS NABBED IN DHANDHUKA FB POST CASE Days after 27-year-old Kishan, who had allegedly posted objectionable post on FB against a religion, was shot dead at Dhandhuka in #Ahmedabad Rural, a case has been transferred to #Gujarat Anti-Terrorism Squad.",Crime,0
https://twitter.com/MirrorNow/status/1487729849871462401?s=20&t=ntRYPMNONB_1DTegGQQkNw,Mirror Now,An #RSS worker Ganesh has been arrested in Pudukottai district of #TamilNadu on charges of harassing women & snatching away their belongings. LocaL RSS workers have staged a protest demanding his release.,Crime,0
https://twitter.com/MirrorNow/status/1487722436468830208?s=20&t=ntRYPMNONB_1DTegGQQkNw,Mirror Now,"#BENGALURU: POTHOLE CLAIMS WOMAN'S LIFE The incident happened near Byadarahalli police station. A woman named Shramila, who was going on a two-wheeler along with her family member, met an accident. @Archana_0809 speaks to activist Tara Krishnaswamy",Crime,0
https://twitter.com/MirrorNow/status/1487697092181204992?s=20&t=ntRYPMNONB_1DTegGQQkNw,Mirror Now,"In dual encounters - 4 neutralized in #Pulwama and 1 in Budgam. Among the killed in Pulwama is #zahidwani who was actively involved in killings and recruitments. He was the district (Pulwama) commander and JeM chief of the entire Valley: Vijay Kumar, IGP Kashmir",Crime,0
https://twitter.com/MirrorNow/status/1487694570162851840?s=20&t=ntRYPMNONB_1DTegGQQkNw,Mirror Now,"#Bengaluru Traffic Police ASI suspended after a video of him kicking and thrashing a specially-abled woman went viral. The incident took place 4 days ago. The victim was identified as Manjula, a parking lot attendant at one of the roads near JC Road in Bengaluru.",Crime,0
https://twitter.com/MirrorNow/status/1487693311917834245?s=20&t=ntRYPMNONB_1DTegGQQkNw,Mirror Now,#Mumbai school clerk managed to siphon off Rs 14.06 lakh cash that was collected from students as fees in cash and also cheques,Crime,0
https://twitter.com/MirrorNow/status/1487626622370910208?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,A 'serial shoplifter' was caught on camera walking out of a supermarket with a 70-inch tv,Crime,0
https://twitter.com/MirrorNow/status/1487626492205203456?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,"ENCOUNTER NEAR SUKMA, CHHATTISGARH A brief exchange of fire occurred between troops of 201 CoBRA and Maoist. One unknown Maoist dead body and 1 weapon has been recovered.",Crime,0
https://twitter.com/MirrorNow/status/1487617638486675460?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,MAHA IAS OFFICER ARRESTED #Pune Police cyber cell has arrested IAS officer #SushilKhodwekar in TET exams Scam from Thane ,Crime,0
https://twitter.com/MirrorNow/status/1487610264736329734?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,5 #Pakistan-affiliated terrorists were killed in dual encounters in #JammuAndKashmir,Crime,0
https://twitter.com/MirrorNow/status/1487606491674599427?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,#UPDATE 21 terrorists including 8 #Pakistani have been killed in 11 encounters this month so far,Crime,0
https://twitter.com/MirrorNow/status/1487603973183918081?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,4 Jaish terrorists were killed in the #Pulwama encounter including top commander Zahid Wani.,Crime,0
https://twitter.com/MirrorNow/status/1487538543232618496?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,Pune youth thrashing: Wakad police said the victim was called by the criminal Rahul Waghmare who thrashed him with belts for not calling him 'Bhai',Crime,0
https://twitter.com/MirrorNow/status/1487553643717050368?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,#Thane: 65-year-old #quack 'kills' five patients with wrong treatment; arrested,Crime,0
https://twitter.com/MirrorNow/status/1487455495149346820?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,Duty hours cut from 12 to 8 hours for women policemen in Maharashtra,Crime,0
https://twitter.com/MirrorNow/status/1487379713932750849?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,Uttar Pradesh Special Task Force (STF) says that the accused Ajay Mishra alias Arvind Mishra already had 10 FIR against him for fraud and cheating,Crime,0
https://twitter.com/MirrorNow/status/1487320321724071936?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,"Malayalam actress assault case: #Kerala High Court orders actor #Dileep to handover his mobile phone before 10.15 am on Monday, 31st January",Crime,0
https://twitter.com/MirrorNow/status/1487262976637812738?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,The mob brutally assaulted the youth over suspicion of robbery #Bihar,Crime,0
https://twitter.com/MirrorNow/status/1487254388540592128?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,THANJAVUR SUICIDE CASE A 4-member BJP panel to visit #Thanjavur on January 31 to ascertain the facts in the class 12 girl suicide case and submit the report to BJP chief JP Nadda #ThanjavurCase,Crime,0
https://twitter.com/MirrorNow/status/1487145955661078529?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,Faridabad news: The police have arrested the daughter-in-law of the man who was shot dead a week ago,Crime,0
https://twitter.com/MirrorNow/status/1487130857244561413?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,The Greater Noida police recovered the bodies from under two different police station limits-One in Surajpur and another in Dankaur,Crime,0
https://twitter.com/MirrorNow/status/1487041517298536450?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,#Thanjavur Suicide Case: NCPCR Chief To Visit City For Inquiry,Crime,0
https://twitter.com/MirrorNow/status/1487020582285701121?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,#SushantSinghRajput death case: 'Drug lord' and late actor's neighbour Sahil Shah arrested by #NCB,Crime,0
https://twitter.com/MirrorNow/status/1486970836053467139?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,MADRAS HC TO HEAR THANJAVUR SUICIDE CASE TODAY #MadrasHC will be hearing the #Thanjavur death case today in which a 12th standard girl died by suicide. There are allegations that she faced harassment at a shelter home & was being pressurised to convert her religion.,Crime,0
https://twitter.com/MirrorNow/status/1486960010613903360?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,State government will file an appeal in the Kerala High Court against the sessions court order to acquit #FrancoMullackal in the #Nunrape case. AG has conveyed the decision to the special prosecutor,Crime,0
https://twitter.com/MirrorNow/status/1486898922316791815?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,MADRAS HC TO HEAR CASE TODAY Madras HC will be hearing the #Thanjavur death case today in which a 12th standard girl died by suicide. There are allegations that she faced harassment at a shelter home and was being pressurised to convert her religion @Mugilan__C,Crime,0
https://twitter.com/MirrorNow/status/1486892318112493568?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,"SEXUAL HARASSMENT IN JUDICIARY Top lawyer, #IndiraJaising has raised concern over the absence of mechanism to address the injustice caused due to sexual harassment within the judiciary #SexualHarassmentInJudiciary",Crime,0
https://twitter.com/MirrorNow/status/1486890748943368196?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,Mumbai Customs has intercepted four female passengers of Sudanese nationality who were departing to Sharjah via Air Arabia Flight. On Detailed examination it was found that they were trying to smuggle the foreign currency out of India. Shweta Verma with more details,Crime,0
https://twitter.com/MirrorNow/status/1486881164493090820?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,#WestBengal: Six bombs recovered in Kandi subdivision of the Murshidabad district under Salar Police Station; accused Anarul Sheikh has been arrested: Murshidabad District Police Bomb Disposal Squad,Crime,0
https://twitter.com/MirrorNow/status/1486687325656518656?s=20&t=GaFzAWLEfBrACph2m_Gs0Q,Mirror Now,#Thane: Self-styled godman dupes woman of Rs 32 lakh on pretext of driving away 'evil spirits'.,Crime,0
https://twitter.com/MirrorNow/status/1488001730482929668?s=20&t=eCzRe51f5116ZnE9fIFaOA,Mirror Now,"KANPUR: 6 DEAD, AT LEAST 12 INJURED E-bus runs over bystanders killing 6  people and injuring a dozen of others in U.P's Kanpur. The accident took place due to brake failure @Adarshpara with more details #Kanpur",Crime,0
https://twitter.com/MirrorNow/status/1488000648880988163?s=20&t=eCzRe51f5116ZnE9fIFaOA,Mirror Now,4 WOMEN KNOCKED DOWN IN ACCIDENT Four women on the footpath have been killed by a minor boy driving his father's car in #Telangana's #Karimnagar. The minor lost control of the car and rammed into people sitting on the footpath @sowmith7 with more details,Crime,0
https://twitter.com/MirrorNow/status/1488000220977790979?s=20&t=eCzRe51f5116ZnE9fIFaOA,Mirror Now,VIJAYAWADA: MINOR DIES BY SUICIDE A 14 year old girl died by suicide while alleging sexual harassment by TDP leader. The police have launched search operation for the TDP leader and he's booked under relevant sections of POCSO and IPC @sowmith7 with more details #Vijaywada,Crime,0
https://twitter.com/MirrorNow/status/1487999585423626246?s=20&t=eCzRe51f5116ZnE9fIFaOA,Mirror Now,"KERALA: 243G OF MDMA SEIZED, 2 HELD #Kerala police has arrested two persons from whom 243g of MDMA was seized. Police say that this is the biggest haul of MDMA in the recent times. Vivek Karindalam with more details",Crime,0
https://twitter.com/MirrorNow/status/1487971362853756929?s=20&t=eCzRe51f5116ZnE9fIFaOA,Mirror Now,"Observing that around 100 women of a particular community were targeted and insulted on a public platform, the court denied bail to the app creator, Niraj Bishnoi #BulliBaiApp #BulliBai",Crime,0
https://twitter.com/MirrorNow/status/1487969228917735424?s=20&t=eCzRe51f5116ZnE9fIFaOA,Mirror Now,"The Special Operation Group (SOG) of police arrested Rajasthan Eligibility Examination for Teachers' (REET) Jaipur district coordinator Pradeep Parashar in connection with the exam paper leak case, reads an official statement",Crime,0
https://twitter.com/MirrorNow/status/1487965221520293888?s=20&t=eCzRe51f5116ZnE9fIFaOA,Mirror Now,#Hyderabad: A real estate businessman was allegedly murdered by a man who allegedly hired assailants for executing the victim,Crime,0
https://twitter.com/MirrorNow/status/1487900930901045250?s=20&t=eCzRe51f5116ZnE9fIFaOA,Mirror Now,#Meghalaya: Bomb blast in Police Bazar shakes #Shillong; no casualty reported so far:,Crime,0
https://twitter.com/MirrorNow/status/1487728919780671488?s=20&t=eCzRe51f5116ZnE9fIFaOA,Mirror Now,"""Conduct Against Essence Of Womanhood, Designed To Disturb Communal Harmony"": Delhi Court Denies Bail To Neeraj Bishnoi In #BulliBaiApp Case",Crime,0
https://twitter.com/DelhiPolice/status/1488040003343384576?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"In Shahdara kidnapping & sexual violence case,#DelhiPolice appeals everyone not to reveal  identity of victim and spread misleading facts. Necessary action is being taken by identifying those who have spread rumours in this matter. #DelhiPoliceUpdates @DCP_SHAHDARA @CPDelhi",Crime,0
https://twitter.com/DelhiPolice/status/1486969047023456256?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,A video is doing rounds relating to a woman who was allegedly being forced to convert her religion.Matter is of Nov 2021 & FIR is already registered.Cross case also registered on another woman's complaint.Both matters are under investigation. #DelhiPolice @CPDelhi @DCPEastDelhi,Crime,0
https://twitter.com/DelhiPolice/status/1485948527213973511?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"1/2. An unfortunate incident of sexual assault with a minor girl was reported in the area of PS New Usmanpur. Immediately taking necessary action, FIR was registered and both the accused juveniles were apprehended. @ANI @CPDelhi",Crime,0
https://twitter.com/DelhiPolice/status/1484198148797263875?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"#SocialMedia fame-seeking juvenile trio inspired by 'reel', stabbed a man; meets the 'real' police. #DelhiPolice advises all to exercise discretion while watching films or you could face an unexpected 'Interval' in life. #DelhiPoliceUpdates @CPDelhi @DCP_NorthWest",Crime,0
https://twitter.com/dcp_southwest/status/1481990237874454528?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,#DelhiPolice nabbed 3  smugglers and seized 90 cartons of illicit liquor. #DelhiPoliceUpdates #OperationSatark @CPDelhi @DelhiPolice,Crime,0
https://twitter.com/DelhiPolice/status/1481967745130721283?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,One member each of dreaded Nandu and Kala Jatheri gangs apprehended by #DelhiPolice under Operation Varchasva last night. #DelhiPoliceUpdates #CrimeNews @CPDelhi @DCPDwarka,Crime,0
https://twitter.com/DelhiPolice/status/1481940131829673985?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"Ensuring no casualties, #DelhiPolice recovers IED in Ghazipur Phool Mandi. Device was disposed of by NSG's Bomb Disposal Squad using a controlled explosion. #DelhiPoliceUpdates @cp_delhi @DCPEastDelhi",Crime,0
https://twitter.com/DelhiPolice/status/1481297610199953408?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,#DelhiPolice arrested one who went absconding after duping Karur Vysya Bank to the tune of Rs. 2 crores using forged mortgaged property sale deed. #DelhiPoliceUpdates @CPDelhi @EOWDelhi,Crime,0
https://twitter.com/DelhiPolice/status/1481255330428616712?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,Gang running a fake call centre and offering bogus loans in the name of a government scheme busted by #DelhiPolice #DelhiPoliceUpdates @CPDelhi @dcprohinidelhi,Crime,0
https://twitter.com/DelhiPolice/status/1480794482572283904?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,#DelhiPolice cracks blind murder case within 24 hours in Sarai Rohilla area of North District. #DelhiPoliceUpdates @CPDelhi @DcpNorthDelhi,Crime,0
https://twitter.com/DCPEastDelhi/status/1479885049558224896?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"Interstate Drug Peddlers including a state level body builder & practicing lawyer arrested by Special Staff , East District #DelhiPolice @CPDelhi @DelhiPolice #DelhiPoliceUpdates",Crime,0
https://twitter.com/DelhiPolice/status/1479802557182595077?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,Taekwondo champion-turned-gangster with underworld links arrested by Special Cell #DelhiPolice. @CPDelhi @CellDelhi #DelhiPoliceUpdates,Crime,0
https://twitter.com/DelhiPolice/status/1479782402503282689?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"Within 24 hours, #DelhiPolice solved a double murder case of cab drivers. @CPDelhi @DCPCentralDelhi #DelhiPoliceUpdates",Crime,0
https://twitter.com/DelhiPolice/status/1479140529325559812?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,PUTTING NOOSE AROUND ILLICIT BOOZE! Patrolling team of PS Palam Village #DelhiPolice intercepted a vehicle carrying huge quantity of illicit liquor. #DelhiPoliceUpdates @CPDelhi @dcp_southwest,Crime,0
https://twitter.com/DCPNEastDelhi/status/1479108729693884420?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,#HappyReunion The Anti-Human Trafficking Unit of North East District  united 280 lost children with their families. #DelhiPolice #DelhiPoliceCares #TogetherWeCan @CPDelhi @DelhiPolice,Crime,0
https://twitter.com/DelhiPolice/status/1479112987524755458?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"Inter-state gangster Anil Dujana carrying Rs. 75,000 reward caught along with his two associates by #DelhiPolice in a raid. @CPDelhi @CrimeBrDelhi",Crime,0
https://twitter.com/DelhiPolice/status/1479050223045406721?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"#DelhiPoliceUpdates Neeraj Bishnoi, the mastermind & creator of #BulliBai app which was uploaded on GitHub, has been arrested from Jorhat, Assam by IFSO Special Cell of #DelhiPolice. He is being brought to Delhi. Forensic remnants found in his laptop. @CPDelhi @DCP_CCC_Delhi",Crime,0
https://twitter.com/DCPSouthDelhi/status/1479008328076255234?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"He cheated medical students for PG Admission, Instead, got ensured his Tihar Admission! #DelhiPolice nabbed an imposter who defrauded lady doctors on the pretext of arranging medical PG seat. #DelhiPoliceUpdates @CPDelhi",Crime,0
https://twitter.com/DelhiPolice/status/1478784162978877444?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"Conducting raids in Mumbai, Delhi, Gurgaon & Jaipur, IFSO/Cyber Crime Unit of #DelhiPolice busted GMAT solving racket involving Russian hackers. 6 arrested. 3 from Mumbai, 1 each from Delhi, Karnal & Palwal. @CPDelhi @DCP_CCC_Delhi #DelhiPoliceUpdates",Crime,0
https://twitter.com/DCPEastDelhi/status/1478547759129001985?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,#DelhiPolice busted a syndicate in Laxmi Nagar involved in cheating on the pretext of sending people abroad on fake VISA. #DCPEastDelhi @CPDelhi @DelhiPolice #DelhiPoliceUpdates,Crime,0
https://twitter.com/DelhiPolice/status/1478421412641525760?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,Economic Offences Wing of #DelhiPolice nabbed two fraudsters who duped several people of crores of money in the name of land pooling scheme. @CPDelhi @EOWDelhi #DelhiPoliceUpdates,Crime,0
https://twitter.com/DelhiPolice/status/1478340462415015937?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,Man duping people through ponzy scheme  arrested by Economic Offences Wing of #DelhiPolice #DelhiPoliceUpdates @CPDelhi @EOWDelhi,Crime,0
https://twitter.com/DelhiPolice/status/1476490766415368196?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,#DelhiPolice has arrested 2 persons in a murder case under Seema Puri  Police Station area. #DelhiPoliceUpdates #Crime @CPDelhi @DCP_SHAHDARA,Crime,0
https://twitter.com/DelhiPolice/status/1476024126259150850?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,#DelhiPolice recovers stolen camera and lens worth Rs 7 lac belonging to senior woman journalist. Two accused arrested. #DelhiPoliceUpdates #Crime @CPDelhi @DCP_SHAHDARA,Crime,0
https://twitter.com/DelhiPolice/status/1474734469001060352?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"A Boy & Girl who married at a  Mandir in Jaipur were abducted in Delhi and the boy was brutally assaulted by the girl's family. In this regard, FIR was reg. U/s 307/365/368/506/120B/34 IPC & 2 were arrested. 5 more have been apprehended. @CPDelhi @DCPWestDelhi",Crime,0
https://twitter.com/DelhiPolice/status/1474284572938440705?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"In the robbery-cum-murder incident which occured in PS Sangam Vihar area, #DelhiPolice has registered FIR U/s 394/395/302/34 IPC. One accused has been arrested and is being interrogated. Efforts are being done to nab the remaining accused. @ADcpsouthdelhi #DelhiPoliceUpdates",Crime,0
https://twitter.com/DelhiPolice/status/1474011718409809925?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,#DelhiPolice special cell busted International Syndicate Indulging In Fake Indian Currency Notes (FICN) @CPDelhi @CellDelhi #DelhiPoliceUpdates #HeroesofDelhiPolice,Crime,0
https://twitter.com/DelhiPolice/status/1473928418639052803?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,#DelhiPolice averts major gang war by seizing a cache of weapons in Outer North district. #DelhiPoliceUpdates #CrimeNews @CPDelhi @dcp_outernorth,Crime,0
https://twitter.com/DelhiPolice/status/1473541898509828097?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,"#DelhiPolice South East district Anti #NarcoticsCell busts interstate cannabis smuggler, seizes 125 kilograms of ganja. #DrugFreeDelhi #SayNoToDrugs #CrimeNews @CPDelhi @DCPSEastDelhi",Crime,0
https://twitter.com/DelhiPolice/status/1473186694027374597?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,#DelhiPolice arrests three for cheating ATM users in Burari area of North Delhi #DelhiPoliceUpdates #CrimeNews @DcpNorthDelhi @CPDelhi,Crime,0
https://twitter.com/DelhiPolice/status/1472938264529018883?s=20&t=2x-3tqF-kXe7IEUV4pyBng,Delhi Police,#DelhiPolice vigilance department apprehends 12 gamblers in South East district. #DelhiPoliceUpdates #CrimeNews @CPDelhi @DCPSEastDelhi @EOWDelhi,Crime,0
https://twitter.com/TimesNow/status/1487734835431067650?s=20&t=AsdfRK8QA9JLy6XoYIz5vw,Times Now,"Madhya Pradesh Schools will reopen after reviewing and consulting the experts, says Madhya Pradesh Chief Minister Shivraj Singh Chouhan. #MadhyaPradesh #Covid19",Education,0
https://twitter.com/TimesNow/status/1487729802316423170?s=20&t=AsdfRK8QA9JLy6XoYIz5vw,Times Now,Tripura Schools and Colleges to reopen for offline classes from January 31 onwards.,Education,0
https://twitter.com/TimesNow/status/1487644240003801093?s=20&t=AsdfRK8QA9JLy6XoYIz5vw,Times Now,The school said the new policy came into effect due to repeated incidents of vandalism and breach of Covid-19 protocols. #Buzz #Ireland,Education,0
